stu_id, eventA, eventB, eventC, eventD, eventE, eventF
83310921, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92864112, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19818229, 0.000000, 0.010000, 0.020000, 0.000000, 0.000000, 0.040000
12894339, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
25282109, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19393332, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21149121, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37965192, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79288039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33222644, 0.300000, 0.030000, 0.090000, 0.000000, 0.000000, 0.000000
78632216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44149291, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
11497937, 0.000000, 0.040000, 0.000000, 0.000000, 0.000000, 0.000000
21640229, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.080000
88748412, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61112994, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87243738, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43860130, 0.000000, 0.010000, 0.000000, 0.000000, 0.020000, 0.000000
11272927, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22421032, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32132277, 0.100000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000
29328762, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19723720, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60279744, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
10101222, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
76672893, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81232692, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76123181, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97284727, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
99199514, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31834064, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29098401, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14223490, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92199231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29193121, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.020000
96127249, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22722889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32822167, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71458692, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79822914, 0.210000, 0.190000, 0.000000, 0.000000, 0.000000, 0.000000
29692992, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93498018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19122939, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91362241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72181043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37992102, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
12399262, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37212339, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36888029, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
90221128, 0.000000, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000
62902043, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12162934, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22008223, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39932201, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34377297, 0.000000, 0.010000, 0.000000, 0.010000, 0.000000, 0.040000
82191462, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28101148, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
9931098, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
30892629, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8929741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26213919, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73596492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72162941, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69898126, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16382176, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72700692, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81931276, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27092241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42919942, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
11191227, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62796817, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38238866, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.020000
12923791, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000
92421112, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69272935, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63170208, 0.220000, 0.040000, 0.000000, 0.000000, 0.000000, 0.000000
74296779, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
22301496, 0.060000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
3892161, 0.000000, 0.000000, 0.770000, 0.120000, 0.000000, 0.000000
83169361, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97153277, 0.030000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42112693, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41078431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31193623, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
21907192, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79266208, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
23422621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62821698, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36131313, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
89730419, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39169287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29223659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59421280, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
71174769, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
98248048, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21793810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
51729231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
96197539, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91778193, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99227336, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
52309946, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16208219, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27629329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79967758, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49257992, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
78239227, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79804336, 0.020000, 0.000000, 0.020000, 0.000000, 0.000000, 0.020000
81271119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12342292, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17398191, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26326062, 0.020000, 0.020000, 0.000000, 0.000000, 0.000000, 0.020000
43978852, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19276242, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32871216, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
61039292, 0.000000, 0.010000, 0.070000, 0.000000, 0.000000, 0.000000
4792801, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99239117, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12229023, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
40939838, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67493394, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91998853, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67889237, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41081892, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43122939, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19991352, 0.000000, 0.000000, 0.050000, 0.040000, 0.020000, 0.000000
36602662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8222991, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82122781, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29221194, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32962119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91209184, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67529329, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000, 0.000000
23120332, 0.000000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000
92115789, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14968826, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47602921, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39054422, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91421439, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16762940, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63338911, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62104874, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
10283171, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33012313, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79839897, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16748229, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33929435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13920338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71279826, 0.000000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
92747983, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29728926, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27278912, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16384332, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36923631, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19249831, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42799294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
11122377, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46919679, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33028963, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44136829, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91716987, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48427289, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83362002, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.060000
10360999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
28231317, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
66191487, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32421262, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42233413, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
96979320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16207292, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87976321, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62329169, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84844791, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42262131, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59131126, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33322296, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49676925, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97143911, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42859427, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42017949, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32992006, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59181812, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.040000
80231132, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73208893, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
92181638, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.020000
22264215, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80782061, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30103221, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67119202, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61729036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
53642932, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92533242, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19224476, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31324928, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71973431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1641236, 0.030000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
6212236, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93096497, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97224283, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12382684, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21210489, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21277778, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31449241, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3287203, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38791993, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
38024387, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27041433, 1.000000, 1.000000, 0.700000, 0.700000, 1.000000, 0.840000
42289523, 0.030000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43996747, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37484240, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82274418, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93342322, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62137862, 0.000000, 0.000000, 0.090000, 0.000000, 0.000000, 0.000000
92124591, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32027923, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28095017, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61348281, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
60432137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32999732, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72239603, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16380280, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82304379, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93294269, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32471820, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19132372, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32049864, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
35632629, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.080000
84212481, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49972367, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
89262630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
13364203, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
96212224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59919894, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16390083, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27166024, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36223297, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26998252, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26372896, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76792173, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92369022, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
30192262, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47722339, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81220362, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37623197, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29021312, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000
99914329, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99232791, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46122619, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30614933, 0.000000, 0.000000, 0.000000, 0.010000, 0.000000, 0.020000
22699357, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71283926, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43319461, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28192672, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
10813922, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
94692224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47193238, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000, 0.000000
81920304, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93331492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
89069352, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21237919, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13907327, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28301293, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99621721, 0.510000, 0.550000, 0.000000, 0.000000, 0.000000, 0.000000
76427222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
44773872, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2742718, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29297274, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18262338, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99533287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24290378, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32128239, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39289281, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71979377, 0.000000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
86969703, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38212603, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1013999, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92433768, 0.030000, 0.000000, 0.050000, 0.000000, 0.000000, 0.000000
37212692, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21902895, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72991813, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12492777, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99918126, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12938161, 0.030000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16609192, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87992998, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38468229, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
68099280, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97995149, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82127397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24931684, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16133188, 0.030000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
90149231, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32373796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23529122, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16219953, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26791216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
15920980, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
20962461, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12394919, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91231161, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
7199919, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42222997, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21998279, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
62993663, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92791117, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22832382, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
94223124, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
90292292, 0.000000, 0.080000, 0.000000, 0.000000, 0.000000, 0.000000
68088770, 0.000000, 0.000000, 0.000000, 0.040000, 0.000000, 0.000000
77171998, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
12398669, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
19198913, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71419608, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32302677, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21023234, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
68213222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91711891, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36723382, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93048921, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33644223, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62862013, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
15792983, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13729119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23369273, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24689123, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29960312, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49441711, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41328723, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17800824, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29233429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32333222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22499619, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
74737926, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
12329128, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62129761, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27523967, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91173761, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
97332138, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8328382, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3832349, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59722192, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22919261, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23429149, 0.020000, 0.000000, 0.000000, 0.000000, 0.050000, 0.000000
22416920, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76096428, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62984162, 0.020000, 0.030000, 0.000000, 0.000000, 0.000000, 0.000000
28946322, 0.060000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2671994, 0.160000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39699322, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69392021, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
