stu_id, eventA, eventB, eventC, eventD, eventE, eventF
39127718, 0.000000, 0.020000, 0.020000, 0.010000, 0.020000, 0.020000
71299798, 0.110000, 0.000000, 0.120000, 0.030000, 0.000000, 0.000000
26792103, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
77046298, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63712099, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62033606, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92032628, 0.000000, 0.000000, 0.020000, 0.010000, 0.000000, 0.000000
29873668, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
95432713, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.060000
14011239, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62001204, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2623391, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22992137, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
96891112, 0.690000, 0.900000, 0.000000, 0.000000, 0.000000, 0.000000
72416202, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49113228, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73939001, 0.020000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
38301691, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33029233, 0.180000, 0.240000, 0.000000, 0.060000, 0.020000, 0.000000
67732262, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
9496031, 0.000000, 0.000000, 0.090000, 0.000000, 0.000000, 0.000000
71219490, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33323011, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92231071, 0.000000, 0.000000, 0.120000, 0.000000, 0.000000, 0.000000
91366337, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
2332306, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63242066, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84189602, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29984237, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
54612119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
6318669, 0.000000, 0.000000, 0.020000, 0.000000, 0.190000, 0.000000
82016964, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
10862996, 0.000000, 0.000000, 0.000000, 0.060000, 0.000000, 0.000000
19673227, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
74141239, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
23122142, 0.000000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
21124827, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22324214, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
16921733, 0.020000, 0.000000, 0.000000, 0.030000, 0.100000, 0.000000
4962462, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92438922, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63921848, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.160000
39910683, 0.190000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32492031, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.020000
66727289, 0.020000, 0.020000, 0.000000, 0.000000, 0.000000, 0.020000
9732136, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
94792971, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48229119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81417639, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82423196, 0.020000, 0.000000, 0.000000, 0.030000, 0.020000, 0.000000
18769130, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
37249223, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
58922274, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99693166, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000
29723217, 0.000000, 0.000000, 0.000000, 0.010000, 0.000000, 0.000000
2482161, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
19642216, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22149479, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91122699, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29637312, 0.000000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000
12991937, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
11828892, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14797142, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33623113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99848606, 0.000000, 0.010000, 0.020000, 0.000000, 0.000000, 0.000000
11270819, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
42246036, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000
37413091, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71226129, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49961411, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
43227991, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
33873291, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22217249, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
29306140, 0.000000, 0.000000, 0.070000, 0.010000, 0.000000, 0.000000
22323444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
80666322, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87125989, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
82939312, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
62029442, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
32297027, 0.000000, 0.000000, 0.000000, 0.040000, 0.000000, 0.000000
19282986, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27712313, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67274632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39399012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42672021, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21093423, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93191491, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69930216, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000
23384869, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21114492, 0.000000, 0.020000, 0.020000, 0.010000, 0.020000, 0.000000
48932149, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
71929842, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33682222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21298290, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
63290092, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29493220, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29672992, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
11292928, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13629095, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24291925, 0.000000, 0.000000, 0.090000, 0.010000, 0.000000, 0.000000
21916672, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42122809, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
87918729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61212217, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
88224931, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71935962, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
12488432, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23713037, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31211294, 0.080000, 0.040000, 0.000000, 0.000000, 0.000000, 0.000000
23117964, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33120893, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
261102, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83461194, 0.000000, 0.000000, 0.000000, 0.000000, 0.070000, 0.000000
74297946, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
89127118, 0.000000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
54237292, 0.000000, 0.000000, 0.020000, 0.040000, 0.000000, 0.000000
39133393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38749916, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
21922870, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38933320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
61956394, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22932093, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31632391, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32072811, 0.020000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
77804792, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000
96229349, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79982491, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
10981267, 0.420000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
39298367, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
36230129, 0.000000, 0.000000, 0.050000, 0.010000, 0.070000, 0.000000
64194119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34179138, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73639245, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13049738, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91231222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2921723, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81289076, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22139088, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
13983238, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
42206292, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
98199227, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
33896012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
24498939, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
48432242, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29010893, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46608617, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34283199, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91222791, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81629113, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
18987262, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
9392239, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
34301967, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32263969, 0.000000, 0.010000, 0.000000, 0.000000, 0.000000, 0.000000
97914097, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91269834, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22291224, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72926492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
33310188, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14344222, 0.020000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
72021162, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91959928, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49263139, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23069847, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92330926, 0.020000, 0.000000, 0.000000, 0.030000, 0.000000, 0.000000
39327913, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
6934131, 0.000000, 0.060000, 0.000000, 0.000000, 0.000000, 0.000000
99308247, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2304833, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84291923, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
96112881, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
8910889, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28033191, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
27974829, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92138177, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
49701189, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
17009389, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
72214862, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
35679232, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13083383, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
13979797, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
93103632, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
88174269, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22919983, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79974019, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32297314, 0.020000, 0.050000, 0.000000, 0.000000, 0.000000, 0.000000
28244214, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
39292272, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
76986119, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71994233, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
38271868, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000
40233347, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99834911, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92194942, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
99494129, 0.000000, 0.000000, 0.000000, 0.000000, 0.190000, 0.000000
3299292, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4163827, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
14126921, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31321294, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
69221948, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92868940, 0.000000, 0.000000, 0.160000, 0.000000, 0.000000, 0.000000
9477172, 0.000000, 0.000000, 0.000000, 0.000000, 0.020000, 0.000000
76972492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
81396717, 0.000000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
66248823, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
28147323, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92323913, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
393628, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3342947, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
1926134, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
59199998, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91133323, 0.000000, 0.000000, 0.020000, 0.000000, 0.000000, 0.000000
73399613, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
29281277, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
84727041, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
79498859, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
26092039, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22272721, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
6339222, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41922273, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12812493, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
7481936, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
67957482, 0.000000, 0.000000, 0.000000, 0.000000, 0.050000, 0.080000
74300913, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12337429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
92302234, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
2163133, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
47119903, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30068741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
83949732, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
41349689, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
71938233, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23334176, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
30833623, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12939339, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32313962, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
23492239, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12087822, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
46901932, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
32843212, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
12223942, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
22002733, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
31337321, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
3122223, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
91943871, 0.240000, 1.000000, 0.880000, 0.850000, 0.800000, 0.920000
20329158, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
73977939, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
4332186, 0.100000, 0.020000, 0.050000, 0.000000, 0.000000, 0.000000
