学号,平均消费额/天,消费额为0的天数
22366322,0.3149350649350649,0.2845238095238095
69931231,0.38311688311688313,0.6547619047619048
90276110,0.37662337662337664,0.49642857142857144
13332714,0.28787878787878785,0.20714285714285716
22912912,0.33225108225108224,0.3202380952380952
29247233,0.2705627705627705,0.29523809523809524
22999378,0.4556277056277056,0.43333333333333335
10682233,0.22727272727272727,0.4523809523809524
94973223,0.23809523809523808,0.44285714285714284
29831872,0.33008658008658004,0.20714285714285716
33977282,0.303030303030303,0.3345238095238095
81432228,0.20129870129870125,0.40476190476190477
91988477,0.23701298701298698,0.2523809523809524
32691479,0.17207792207792205,0.33690476190476193
32569348,0.43398268398268397,0.49047619047619045
82274418,0.33549783549783546,0.4023809523809524
68088770,0.24025974025974023,0.21785714285714286
38242243,0.354978354978355,0.43214285714285716
37929335,0.380952380952381,0.26904761904761904
96813892,0.3582251082251082,0.2916666666666667
99180011,0.43722943722943725,0.3107142857142857
28194008,0.13203463203463203,0.8142857142857143
28202772,0.2543290043290043,0.31547619047619047
27972063,0.2694805194805195,0.38571428571428573
32318332,0.15043290043290042,0.5773809523809523
39116287,0.5292207792207793,0.30714285714285716
92183796,0.47510822510822515,0.41904761904761906
73399613,0.24134199134199133,0.2154761904761905
3216067,0.3495670995670996,0.19047619047619047
13059942,0.47077922077922074,0.1630952380952381
21162373,0.354978354978355,0.3380952380952381
53893307,0.158008658008658,0.29523809523809524
27199732,0.29437229437229434,0.594047619047619
25182968,0.23376623376623373,0.3119047619047619
22262912,0.42099567099567103,0.7202380952380952
21792709,0.3971861471861472,0.625
74141239,0.33549783549783546,0.35833333333333334
72239603,0.3603896103896104,0.23095238095238096
62111036,0.24999999999999997,0.23095238095238096
64062288,0.3084415584415584,0.3404761904761905
27776390,0.20887445887445888,0.25357142857142856
19129711,0.3398268398268398,0.2130952380952381
34197612,0.4318181818181819,0.5726190476190476
99323130,0.3116883116883117,0.26785714285714285
22324322,0.21536796536796535,0.3357142857142857
92282342,0.21536796536796535,0.3202380952380952
59693998,0.48593073593073594,0.23214285714285715
12383422,0.48484848484848486,0.25
40132940,0.37445887445887444,0.20357142857142857
21233648,0.29004329004329005,0.3464285714285714
93369434,0.47835497835497837,0.27380952380952384
43978852,0.31060606060606055,0.2642857142857143
28101148,0.2683982683982684,0.5595238095238095
97361277,0.3852813852813853,0.2714285714285714
27523967,0.2683982683982684,0.4726190476190476
92167326,0.18614718614718612,0.319047619047619
79210227,0.3073593073593074,0.4095238095238095
22081137,0.37554112554112556,0.23333333333333334
93822667,0.4523809523809524,0.3416666666666667
96136029,0.24999999999999997,0.4654761904761905
81918122,0.20129870129870125,0.45714285714285713
96238019,0.29870129870129863,0.30238095238095236
78921111,0.2305194805194805,0.569047619047619
22241449,0.2424242424242424,0.805952380952381
42859427,0.28354978354978355,0.2845238095238095
31606042,0.24567099567099565,0.319047619047619
47227399,0.2283549783549783,0.3488095238095238
23429231,0.3906926406926407,0.32857142857142857
86235798,0.33008658008658004,0.275
22368983,0.09632034632034629,0.4654761904761905
33110272,0.3474025974025974,0.31547619047619047
98462843,0.5865800865800865,0.5142857142857142
63338911,0.2608225108225108,0.4642857142857143
28231317,0.29545454545454547,0.32976190476190476
91944224,0.3073593073593074,0.2976190476190476
12912329,0.22077922077922074,0.6345238095238095
93273391,0.12337662337662335,0.39880952380952384
23208224,0.3138528138528138,0.3119047619047619
14498633,0.3647186147186147,0.3107142857142857
38291961,0.4004329004329004,0.27380952380952384
31321294,0.23917748917748913,0.34404761904761905
62329197,0.38311688311688313,0.25595238095238093
81832389,0.21645021645021645,0.24523809523809523
22880196,0.3603896103896104,0.7226190476190476
91388529,0.3376623376623376,0.24166666666666667
99722239,0.3116883116883117,0.24047619047619048
90628784,0.2597402597402597,0.5988095238095238
34768890,0.34632034632034625,0.30357142857142855
72632713,0.5303030303030303,0.2773809523809524
32799537,0.3246753246753246,0.2619047619047619
23933692,0.2564935064935065,0.5785714285714286
60747962,0.2716450216450216,0.2773809523809524
91819222,0.36580086580086585,0.2654761904761905
14632429,0.2186147186147186,0.5869047619047619
31322490,0.461038961038961,0.3202380952380952
8389337,0.4512987012987013,0.4083333333333333
46227174,0.23268398268398266,0.21904761904761905
12399262,0.3474025974025974,0.2392857142857143
91232693,0.3084415584415584,0.5083333333333333
94011342,0.4393939393939394,0.29285714285714287
32372998,0.43398268398268397,0.25833333333333336
26764612,0.2683982683982684,0.38095238095238093
20413647,0.37012987012987014,0.21428571428571427
87912989,0.42424242424242425,0.21785714285714286
16228098,0.369047619047619,0.25833333333333336
91610172,0.30086580086580084,0.55
76243323,0.37012987012987014,0.3547619047619048
98989017,0.2662337662337662,0.3202380952380952
18991929,0.2186147186147186,0.2785714285714286
82436329,0.3993506493506494,0.26785714285714285
77621131,0.28030303030303033,0.30952380952380953
22438079,0.28787878787878785,0.325
49915134,0.2424242424242424,0.7119047619047619
74901339,0.23484848484848483,0.4928571428571429
98323914,0.07034632034632035,0.47023809523809523
8419598,0.31277056277056275,0.3904761904761905
36888029,0.2662337662337662,0.25595238095238093
31929762,0.487012987012987,0.2654761904761905
21902895,0.29870129870129863,0.3047619047619048
36724746,0.29653679653679654,0.3345238095238095
68099280,0.24458874458874455,0.3119047619047619
99621903,0.24675324675324675,0.2357142857142857
96996727,0.14069264069264067,0.38333333333333336
52824972,0.3625541125541125,0.26666666666666666
69243762,0.2846320346320346,0.29523809523809524
32796472,0.31277056277056275,0.26904761904761904
71421972,0.38852813852813856,0.325
63290092,0.18181818181818182,0.325
32738013,0.1255411255411255,0.33690476190476193
23122142,0.42857142857142855,0.25
22269189,0.30627705627705626,0.4452380952380952
27099642,0.26406926406926406,0.28214285714285714
91488421,0.21428571428571427,0.325
29873668,0.22077922077922074,0.3595238095238095
86116940,0.21645021645021645,0.5261904761904762
22960334,0.2792207792207792,0.33214285714285713
21221716,0.36363636363636365,0.4023809523809524
82117123,0.25541125541125537,0.2392857142857143
39424612,0.2489177489177489,0.4654761904761905
73124132,0.3192640692640692,0.25
87943322,0.6222943722943722,0.24166666666666667
19132372,0.16666666666666663,0.3047619047619048
67820349,0.262987012987013,0.5476190476190477
89849423,0.2251082251082251,0.29404761904761906
81232692,0.42857142857142855,0.26666666666666666
21291139,0.23160173160173156,0.594047619047619
12331291,0.25216450216450215,0.3607142857142857
33029233,0.2186147186147186,0.49166666666666664
29282923,0.4101731601731602,0.24285714285714285
12732372,0.4534632034632035,0.18214285714285713
73391194,0.4036796536796537,0.2392857142857143
22721272,0.18290043290043287,0.46785714285714286
39223102,0.28138528138528135,0.36666666666666664
32691722,0.22619047619047616,0.4023809523809524
1922291,0.22619047619047616,0.29642857142857143
12293712,0.26190476190476186,0.7440476190476191
93032929,0.3971861471861472,0.2869047619047619
29960312,0.5,0.4035714285714286
99625698,0.29004329004329005,0.2916666666666667
61224269,0.37987012987012986,0.37976190476190474
72214922,0.12878787878787876,0.44285714285714284
42269182,0.2532467532467532,0.2726190476190476
42206292,0.29329004329004327,0.36547619047619045
22389692,0.3257575757575757,0.29523809523809524
22027262,0.40584415584415584,0.38333333333333336
98782242,0.2608225108225108,0.3404761904761905
62697314,0.13744588744588743,0.8642857142857143
34769792,0.13528138528138528,0.6285714285714286
89819122,0.5216450216450217,0.19166666666666668
29727429,0.4231601731601731,0.4595238095238095
77804792,0.20454545454545453,0.25952380952380955
22143296,0.3084415584415584,0.275
48409636,0.527056277056277,0.2761904761904762
86222192,0.26406926406926406,0.45476190476190476
21023234,0.1764069264069264,0.18095238095238095
71313343,0.28030303030303033,0.2773809523809524
42222997,0.29978354978354976,0.34523809523809523
41996613,0.3506493506493507,0.36547619047619045
7481936,0.4480519480519481,0.4154761904761905
16192212,0.3582251082251082,0.23333333333333334
99292792,0.1893939393939394,0.39285714285714285
46170317,0.2532467532467532,0.25476190476190474
37173309,0.36580086580086585,0.3392857142857143
99262847,0.17748917748917747,0.37976190476190474
22233892,0.3225108225108225,0.21785714285714286
19789972,0.3268398268398268,0.26904761904761904
99834911,0.380952380952381,0.3238095238095238
37212339,0.3333333333333333,0.5714285714285714
46028329,0.2186147186147186,0.5845238095238096
49346514,0.30194805194805197,0.34285714285714286
18114082,0.2716450216450216,0.26666666666666666
67921713,0.2867965367965367,0.5404761904761904
95622792,0.30411255411255406,0.34523809523809523
23096207,0.3181818181818182,0.22857142857142856
13139320,0.2251082251082251,0.2714285714285714
66791433,0.4437229437229437,0.2571428571428571
16207292,0.1883116883116883,0.2714285714285714
11299449,0.34090909090909083,0.21666666666666667
93122312,0.3235930735930736,0.33214285714285713
21311392,0.37445887445887444,0.23809523809523808
62263956,0.34523809523809523,0.31666666666666665
28733921,0.2608225108225108,0.5226190476190476
31821332,0.26190476190476186,0.29285714285714287
23231469,0.6406926406926406,0.30238095238095236
38933320,0.38419913419913415,0.30238095238095236
38372233,0.4015151515151515,0.25595238095238093
22862362,0.4025974025974026,0.5119047619047619
63299272,0.3170995670995671,0.39166666666666666
33120893,0.3787878787878788,0.25357142857142856
21289165,0.4653679653679653,0.35595238095238096
73629060,0.24675324675324675,0.5416666666666666
82341720,0.33225108225108224,0.30357142857142855
61831661,0.18181818181818182,0.4297619047619048
13579792,0.23917748917748913,0.31547619047619047
33639409,0.3506493506493507,0.7595238095238095
32180994,0.3192640692640692,0.5345238095238095
76916713,0.27813852813852813,0.4595238095238095
17292729,0.3311688311688311,0.2261904761904762
39699322,0.2748917748917749,0.38095238095238093
25971937,0.42424242424242425,0.1988095238095238
39488246,0.3398268398268398,0.42142857142857143
91392122,0.19696969696969696,0.2773809523809524
96242633,0.26406926406926406,0.5035714285714286
26622992,0.23160173160173156,0.35714285714285715
17020822,0.2196969696969697,0.38571428571428573
2687395,0.3852813852813853,0.24523809523809523
79624612,0.2305194805194805,0.5285714285714286
62792026,0.2489177489177489,0.2761904761904762
22822940,0.25757575757575757,0.48095238095238096
26372896,0.2510822510822511,0.2869047619047619
38129892,0.34090909090909083,0.38452380952380955
19393332,0.4642857142857143,0.3547619047619048
94229369,0.31277056277056275,0.24047619047619048
77192148,0.4935064935064935,0.525
62294116,0.30086580086580084,0.4595238095238095
17912992,0.3971861471861472,0.2630952380952381
61871022,0.30411255411255406,0.3238095238095238
62094992,0.26190476190476186,0.30833333333333335
26869329,0.2759740259740259,0.1880952380952381
43121294,0.34632034632034625,0.305952380952381
83727621,0.23809523809523808,0.35
8319622,0.2564935064935065,0.4011904761904762
87304642,0.15367965367965367,0.3
90601284,0.24025974025974023,0.32976190476190476
63472392,0.2305194805194805,0.6869047619047619
94247139,0.2175324675324675,0.6928571428571428
11313837,0.2543290043290043,0.4297619047619048
12883799,0.29545454545454547,0.2916666666666667
29292121,0.17207792207792205,0.2916666666666667
74102622,0.4036796536796537,0.2869047619047619
11413984,0.3506493506493507,0.2833333333333333
92932219,0.28138528138528135,0.3607142857142857
43319461,0.29004329004329005,0.31666666666666665
44938032,0.3257575757575757,0.29285714285714287
29607337,0.2305194805194805,0.5845238095238096
19222621,0.3506493506493507,0.43333333333333335
1696881,0.47727272727272724,0.4928571428571429
91209184,0.2748917748917749,0.49404761904761907
81220939,0.1893939393939394,0.6416666666666667
41717199,0.3593073593073593,0.5023809523809524
29412624,0.3647186147186147,0.2857142857142857
72978293,0.38311688311688313,0.3273809523809524
64324239,0.37229437229437234,0.44761904761904764
22812004,0.329004329004329,0.23452380952380952
21301381,0.21645021645021645,0.4226190476190476
8318731,0.21212121212121207,0.32857142857142857
48298644,0.2867965367965367,0.2833333333333333
94711679,0.37229437229437234,0.33095238095238094
22301231,0.3993506493506494,0.4523809523809524
97703962,0.2759740259740259,0.3380952380952381
36324367,0.27813852813852813,0.569047619047619
67199762,0.2759740259740259,0.33690476190476193
22623827,0.29004329004329005,0.3619047619047619
69272935,0.3852813852813853,0.18928571428571428
38212603,0.1883116883116883,0.475
32132277,0.28030303030303033,0.35595238095238096
23226243,0.34199134199134196,0.6047619047619047
80308639,0.43614718614718617,0.2654761904761905
82393391,0.43614718614718617,0.25
28922622,0.4502164502164502,0.6035714285714285
65339247,0.44047619047619047,0.22380952380952382
97829241,0.2662337662337662,0.275
83021329,0.21212121212121207,0.2630952380952381
32812222,0.08982683982683982,0.7523809523809524
28277923,0.5173160173160173,0.2976190476190476
22291125,0.24458874458874455,0.3630952380952381
12890212,0.29329004329004327,0.42738095238095236
18268278,0.15151515151515152,0.6023809523809524
20883633,0.16666666666666663,0.26904761904761904
29298829,0.37770562770562777,0.4392857142857143
39431728,0.2824675324675324,0.3607142857142857
61688902,0.24999999999999997,0.35833333333333334
69273292,0.29653679653679654,0.2785714285714286
53642932,0.2196969696969697,0.3773809523809524
69840623,0.14935064935064934,0.2261904761904762
33420634,0.4534632034632035,0.24404761904761904
12934842,0.22294372294372292,0.36904761904761907
12938922,0.20238095238095236,0.23214285714285715
92367023,0.3647186147186147,0.29523809523809524
19318826,0.4253246753246753,0.24404761904761904
71233324,0.3560606060606061,0.5821428571428572
22933944,0.2294372294372294,0.3547619047619048
29984237,0.29220779220779214,0.38452380952380955
32892246,0.42640692640692646,0.4107142857142857
14787291,0.2564935064935065,0.5035714285714286
22149479,0.4134199134199134,0.5904761904761905
93529131,0.38419913419913415,0.25
7690119,0.36363636363636365,0.3261904761904762
93236331,0.3928571428571429,0.35595238095238096
63103036,0.23701298701298698,0.3547619047619048
94986106,0.277056277056277,0.30952380952380953
28860078,0.262987012987013,0.2785714285714286
62902043,0.277056277056277,0.28809523809523807
49291727,0.1461038961038961,0.3261904761904762
62166122,0.3181818181818182,0.35595238095238096
72263302,0.24134199134199133,0.3261904761904762
93432920,0.37229437229437234,0.29642857142857143
49612121,0.33658008658008653,0.2357142857142857
26730967,0.2305194805194805,0.3761904761904762
42216037,0.38852813852813856,0.33214285714285713
14299216,0.23917748917748913,0.27976190476190477
68262283,0.34632034632034625,0.2904761904761905
18487398,0.3582251082251082,0.2857142857142857
11471732,0.2489177489177489,0.5857142857142857
12962078,0.3852813852813853,0.2988095238095238
79222119,0.2597402597402597,0.2904761904761905
97226923,0.2889610389610389,0.3904761904761905
22184303,0.43506493506493504,0.4595238095238095
73612917,0.30627705627705626,0.3404761904761905
47279932,0.38203463203463206,0.29285714285714287
26926939,0.3528138528138528,0.25476190476190474
13243693,0.47294372294372294,0.43333333333333335
43292064,0.30086580086580084,0.4380952380952381
29992226,0.3971861471861472,0.225
7239624,0.24567099567099565,0.2892857142857143
29223986,0.4025974025974026,0.26785714285714285
97889769,0.26515151515151514,0.36547619047619045
28301293,0.11796536796536794,0.35119047619047616
39432709,0.33658008658008653,0.5511904761904762
89147286,0.2294372294372294,0.3273809523809524
22582822,0.18398268398268397,0.39285714285714285
85331391,0.3192640692640692,0.27976190476190477
61139123,0.11904761904761904,0.6488095238095238
99987324,0.5032467532467532,0.39166666666666666
73191720,0.3225108225108225,0.32857142857142857
36219302,0.2662337662337662,0.4119047619047619
83141401,0.4047619047619048,0.3392857142857143
63803999,0.2727272727272727,0.5238095238095238
91728804,0.2489177489177489,0.38571428571428573
70233937,0.33225108225108224,0.26071428571428573
71928722,0.23160173160173156,0.7952380952380952
10837164,0.27813852813852813,0.4
47111621,0.3668831168831169,0.49404761904761907
19891390,0.2175324675324675,0.6404761904761904
6317384,0.5086580086580086,0.2904761904761905
98978252,0.2532467532467532,0.3488095238095238
3236611,0.24567099567099565,0.29404761904761906
32812440,0.34090909090909083,0.3761904761904762
34212360,0.24458874458874455,0.5464285714285714
48263839,0.3495670995670996,0.23809523809523808
22163819,0.316017316017316,0.29642857142857143
56999112,0.30411255411255406,0.4666666666666667
79072770,0.22186147186147184,0.2833333333333333
37294398,0.2186147186147186,0.2130952380952381
48432242,0.4069264069264069,0.2642857142857143
34179314,0.303030303030303,0.2726190476190476
12942114,0.29653679653679654,0.5547619047619048
29227674,0.24134199134199133,0.5095238095238095
72209131,0.36796536796536794,0.2988095238095238
66624992,0.3528138528138528,0.625
39126478,0.24134199134199133,0.33095238095238094
98110321,0.3279220779220779,0.22142857142857142
1399922,0.37554112554112556,0.30952380952380953
29292689,0.329004329004329,0.444047619047619
61212217,0.34090909090909083,0.29285714285714287
84032611,0.34523809523809523,0.2869047619047619
80348014,0.29437229437229434,0.5166666666666667
4196561,0.41450216450216454,0.44047619047619047
72263362,0.1991341991341991,0.3261904761904762
12893932,0.37337662337662336,0.3952380952380952
12862813,0.2759740259740259,0.3821428571428571
68322419,0.30086580086580084,0.3869047619047619
19729972,0.369047619047619,0.28095238095238095
82706812,0.21428571428571427,0.38452380952380955
98528937,0.2738095238095238,0.26071428571428573
89399422,0.23701298701298698,0.23809523809523808
46217374,0.277056277056277,0.39880952380952384
37380444,0.37445887445887444,0.24404761904761904
62611482,0.4480519480519481,0.22142857142857142
62629013,0.24458874458874455,0.275
22222322,0.3928571428571429,0.6547619047619048
62129761,0.29653679653679654,0.3011904761904762
33179394,0.21536796536796535,0.3535714285714286
71419608,0.4015151515151515,0.22380952380952382
22981779,0.35173160173160173,0.3821428571428571
66383266,0.37554112554112556,0.2785714285714286
78122299,0.24999999999999997,0.3047619047619048
36223297,0.393939393939394,0.22976190476190475
4186290,0.3852813852813853,0.2714285714285714
7177821,0.2543290043290043,0.4630952380952381
24337983,0.3116883116883117,0.34523809523809523
98494122,0.2727272727272727,0.25357142857142856
21392220,0.3225108225108225,0.1773809523809524
28923444,0.24134199134199133,0.4583333333333333
20667843,0.25757575757575757,0.32976190476190476
19210632,0.2283549783549783,0.42857142857142855
94939937,0.514069264069264,0.29642857142857143
42223963,0.3138528138528138,0.44285714285714284
76951927,0.2759740259740259,0.4119047619047619
19121124,0.2683982683982684,0.4035714285714286
44674648,0.23376623376623373,0.26785714285714285
51699219,0.354978354978355,0.2702380952380952
90008243,0.23809523809523808,0.2523809523809524
31941147,0.3560606060606061,0.319047619047619
86399620,0.28030303030303033,0.42857142857142855
4126238,0.5627705627705627,0.015476190476190477
62922305,0.3214285714285714,0.24166666666666667
12493740,0.24567099567099565,0.7107142857142857
44961703,0.408008658008658,0.2988095238095238
27901228,0.4512987012987013,0.2369047619047619
29658486,0.15367965367965367,0.23809523809523808
17347217,0.2748917748917749,0.5154761904761904
28146160,0.277056277056277,0.3892857142857143
29229937,0.29329004329004327,0.319047619047619
1932967,0.19047619047619044,0.3535714285714286
32832213,0.08333333333333333,0.5357142857142857
34222912,0.25541125541125537,0.22738095238095238
27120209,0.16666666666666663,0.575
21864360,0.3149350649350649,0.5511904761904762
68281692,0.37987012987012986,0.6321428571428571
9374680,0.33549783549783546,0.8761904761904762
72926492,0.26190476190476186,0.32261904761904764
35691836,0.35173160173160173,0.28095238095238095
78953724,0.2305194805194805,0.48333333333333334
72214862,0.3084415584415584,0.44047619047619047
82667923,0.4329004329004329,0.2845238095238095
22679223,0.0551948051948052,0.31666666666666665
62129683,0.3192640692640692,0.42857142857142855
22981043,0.3073593073593074,0.39880952380952384
71271401,0.37987012987012986,0.5488095238095239
23147624,0.14177489177489175,0.4928571428571429
79233292,0.23268398268398266,0.3416666666666667
73293284,0.15909090909090906,0.7
19321909,0.29004329004329005,0.33095238095238094
62499964,0.13203463203463203,0.30714285714285716
88297211,0.30411255411255406,0.3523809523809524
96583396,0.2792207792207792,0.3380952380952381
97110022,0.02380952380952381,0.6011904761904762
32442262,0.30086580086580084,0.4583333333333333
61224131,0.3571428571428571,0.23452380952380952
23106424,0.30194805194805197,0.6404761904761904
25039893,0.33225108225108224,0.25952380952380955
14309221,0.10822510822510822,0.8630952380952381
32932027,0.4458874458874459,0.4988095238095238
29773127,0.4415584415584416,0.4595238095238095
10289531,0.4155844155844156,0.29404761904761906
43642210,0.16558441558441558,0.41785714285714287
91233743,0.20887445887445888,0.3523809523809524
22323444,0.262987012987013,0.2845238095238095
68320247,0.3495670995670996,0.375
13992341,0.20129870129870125,0.305952380952381
9259734,0.37554112554112556,0.2357142857142857
89131792,0.3928571428571429,0.2630952380952381
29912377,0.3084415584415584,0.3202380952380952
3223921,0.3874458874458875,0.26904761904761904
26146582,0.33658008658008653,0.36904761904761907
49822298,0.1893939393939394,0.6440476190476191
66313631,0.2716450216450216,0.6011904761904762
38424323,0.2489177489177489,0.3202380952380952
94908796,0.34632034632034625,0.49166666666666664
88865393,0.15151515151515152,0.48928571428571427
19323141,0.4837662337662338,0.3476190476190476
22961761,0.5487012987012987,0.3464285714285714
12814492,0.3214285714285714,0.39404761904761904
26939895,0.3246753246753246,0.325
33210929,0.3257575757575757,0.24285714285714285
21142292,0.28138528138528135,0.2773809523809524
16982891,0.20129870129870125,0.38452380952380955
32987013,0.47835497835497837,0.39285714285714285
23283282,0.37012987012987014,0.3976190476190476
21997799,0.4512987012987013,0.3380952380952381
79021974,0.3149350649350649,0.29642857142857143
33832121,0.3852813852813853,0.4607142857142857
12223222,0.4015151515151515,0.35
2120391,0.29653679653679654,0.37142857142857144
24271321,0.46320346320346323,0.24523809523809523
23981132,0.3593073593073593,0.21785714285714286
71633662,0.3668831168831169,0.5547619047619048
21237922,0.262987012987013,0.3488095238095238
23719129,0.1893939393939394,0.43452380952380953
44241643,0.40584415584415584,0.2630952380952381
42976171,0.26190476190476186,0.3738095238095238
14332231,0.2489177489177489,0.5952380952380952
2193410,0.2748917748917749,0.4452380952380952
12087822,0.2056277056277056,0.43452380952380953
17332169,0.47186147186147187,0.21666666666666667
61232133,0.37662337662337664,0.325
21833026,0.27813852813852813,0.30833333333333335
11877304,0.19805194805194803,0.3011904761904762
25292846,0.33008658008658004,0.2904761904761905
30612198,0.37012987012987014,0.28095238095238095
21961733,0.4274891774891775,0.2654761904761905
11944127,0.26515151515151514,0.7904761904761904
24282284,0.29545454545454547,0.3357142857142857
62222322,0.2673160173160173,0.5761904761904761
2981712,0.13528138528138528,0.33214285714285713
9522484,0.3571428571428571,0.37976190476190474
31123268,0.36796536796536794,0.24285714285714285
79916133,0.29329004329004327,0.21428571428571427
86665996,0.37337662337662336,0.20714285714285716
22874932,0.11363636363636363,0.4357142857142857
21907192,0.19155844155844154,0.45
23846995,0.42207792207792205,0.27380952380952384
40939838,0.19588744588744586,0.39285714285714285
20894430,0.2727272727272727,0.4357142857142857
30787978,0.33008658008658004,0.30238095238095236
33661173,0.3376623376623376,0.4523809523809524
48182646,0.24567099567099565,0.3547619047619048
81931276,0.26406926406926406,0.3726190476190476
22842139,0.3311688311688311,0.4369047619047619
91677368,0.2196969696969697,0.2869047619047619
21392127,0.2510822510822511,0.2702380952380952
33460224,0.27813852813852813,0.4226190476190476
18390992,0.23160173160173156,0.2714285714285714
73924917,0.2532467532467532,0.7178571428571429
90472103,0.10389610389610386,0.4119047619047619
68708699,0.20346320346320346,0.24642857142857144
16390083,0.38419913419913415,0.2904761904761905
10677220,0.487012987012987,0.34404761904761905
81807282,0.42207792207792205,0.24404761904761904
14311489,0.19047619047619044,0.3892857142857143
90083127,0.33225108225108224,0.22738095238095238
23348117,0.19155844155844154,0.4357142857142857
63112323,0.21536796536796535,0.3761904761904762
29222368,0.2283549783549783,0.37142857142857144
61604116,0.38636363636363635,0.28095238095238095
63332432,0.2716450216450216,0.3535714285714286
42842232,0.20129870129870125,0.5142857142857142
97199712,0.5097402597402597,0.33690476190476193
76278293,0.19588744588744586,0.7047619047619048
31324928,0.29437229437229434,0.2261904761904762
79483184,0.29437229437229434,0.35833333333333334
51282129,0.3051948051948052,0.4238095238095238
63719632,0.3225108225108225,0.3892857142857143
27278922,0.1753246753246753,0.4095238095238095
39292272,0.23917748917748913,0.35119047619047616
79409122,0.4318181818181819,0.32261904761904764
37248732,0.16017316017316016,0.6333333333333333
24461101,0.2683982683982684,0.3880952380952381
48430292,0.2608225108225108,0.31785714285714284
82946273,0.3170995670995671,0.3333333333333333
89432713,0.25216450216450215,0.37857142857142856
79972162,0.47294372294372294,0.23214285714285715
33224288,0.19588744588744586,0.30952380952380953
76427222,0.23593073593073594,0.2619047619047619
19395714,0.34632034632034625,0.275
11292262,0.3192640692640692,0.44642857142857145
94792073,0.37662337662337664,0.2726190476190476
72021162,0.2846320346320346,0.2619047619047619
8168867,0.33008658008658004,0.25476190476190474
61628210,0.5,0.5
29611020,0.3668831168831169,0.3357142857142857
36002427,0.1558441558441558,0.325
97995149,0.3852813852813853,0.26785714285714285
39207816,0.30086580086580084,0.3130952380952381
91965897,0.2532467532467532,0.36904761904761907
94722671,0.2532467532467532,0.44166666666666665
97284727,0.23593073593073594,0.24166666666666667
28188012,0.30194805194805197,0.31785714285714284
7732216,0.16341991341991338,0.43452380952380953
38111133,0.369047619047619,0.30833333333333335
69014149,0.43073593073593075,0.3273809523809524
32269321,0.36580086580086585,0.26666666666666666
81692229,0.4004329004329004,0.36904761904761907
92228212,0.3787878787878788,0.30238095238095236
71721219,0.16017316017316016,0.40595238095238095
94423321,0.22619047619047616,0.275
99182312,0.2543290043290043,0.33095238095238094
38324090,0.4025974025974026,0.23333333333333334
72723164,0.21428571428571427,0.30714285714285716
18141894,0.24134199134199133,0.25476190476190474
33437872,0.3917748917748918,0.2357142857142857
31477818,0.3603896103896104,0.275
71972149,0.2597402597402597,0.44642857142857145
77114026,0.20454545454545453,0.2857142857142857
92281864,0.4945887445887446,0.26666666666666666
93266252,0.13961038961038957,0.6678571428571428
99187447,0.4253246753246753,0.33095238095238094
87918729,0.15043290043290042,0.3464285714285714
31830672,0.3235930735930736,0.3761904761904762
23922919,0.42640692640692646,0.25952380952380955
23169239,0.45887445887445893,0.2702380952380952
18386234,0.393939393939394,0.3821428571428571
27168423,0.12337662337662335,0.6488095238095238
87992998,0.4101731601731602,0.22142857142857142
92997147,0.37012987012987014,0.325
