stu_id, value
49461083, 0.116700
38322767, 0.001900
28146160, 0.009300
29853309, 0.003700
14283322, 0.122200
49090396, 0.464800
61831661, 0.009300
28806731, 0.000000
32229124, 0.014800
48030492, 0.001900
69014149, 0.000000
13331626, 0.072200
24792821, 0.068500
78917412, 0.016700
44961703, 0.007400
12331291, 0.000000
97199773, 0.005600
68992161, 0.003700
32111113, 0.014800
74846190, 0.003700
98277641, 0.205600
87121994, 0.000000
93911226, 0.063000
99281012, 0.038900
73469383, 0.033300
47912737, 0.025900
69170280, 0.146300
26722697, 0.027800
33179394, 0.048100
32940663, 0.020400
49299144, 0.000000
19936714, 0.020400
31809029, 0.011100
91109649, 0.025900
63307239, 0.011100
69276260, 0.005600
24461101, 0.001900
63492332, 0.003700
21922911, 0.001900
34080732, 0.025900
83319124, 0.009300
29912377, 0.105600
62328231, 0.035200
69840623, 0.025900
26092301, 0.014800
23624602, 0.000000
93224213, 0.000000
72723164, 0.000000
93112129, 0.001900
22736979, 0.018500
27482993, 0.000000
26691249, 0.029600
24272289, 0.018500
17222912, 0.003700
29772414, 0.001900
7762609, 0.013000
34973611, 0.001900
93122691, 0.000000
71924231, 0.068500
12377227, 0.168500
32822921, 0.014800
29297991, 0.001900
93914372, 0.064800
27371923, 0.001900
78937967, 0.005600
12297119, 0.042600
33216298, 0.000000
27939818, 0.098100
19703264, 0.005600
29933314, 0.000000
16169272, 0.003700
12713792, 0.101900
54948311, 0.007400
93329194, 0.031500
41342312, 0.001900
62182498, 0.092600
2418492, 0.061100
29690533, 0.000000
62598442, 0.011100
26708962, 0.057400
22933225, 0.037000
45139049, 0.000000
29417523, 0.029600
14079123, 0.053700
2333228, 0.129600
19470974, 0.003700
41892939, 0.029600
92749237, 0.024100
1188609, 0.029600
19393172, 0.187000
24226163, 0.020400
11172967, 0.009300
93118267, 0.013000
93523991, 0.014800
83222261, 0.003700
74212771, 0.000000
2237922, 0.001900
19483973, 0.011100
48923417, 0.035200
32993493, 0.027800
10677220, 0.007400
71117236, 0.001900
12762779, 0.001900
32919293, 0.003700
73281248, 0.057400
79072770, 0.009300
29411241, 1.000000
73336673, 0.013000
33338238, 1.000000
32199329, 0.016700
19657193, 0.000000
84929190, 0.016700
93799522, 0.161100
46430411, 0.000000
3971079, 0.011100
94372579, 0.016700
22782674, 0.011100
33269732, 0.003700
14929934, 0.001900
11844411, 0.011100
41831932, 0.472200
46044038, 0.003700
3189724, 0.320400
37722493, 0.063000
34774439, 0.029600
38324090, 0.011100
32439993, 0.005600
84689901, 0.050000
24211932, 0.000000
14973392, 0.003700
21300180, 0.040700
19283777, 0.016700
17343122, 0.001900
13389422, 0.000000
62133712, 0.001900
29111960, 0.000000
74994112, 0.057400
32807043, 0.003700
28939722, 0.027800
89412673, 0.005600
31173294, 0.000000
42712213, 0.050000
33313383, 0.011100
67249729, 0.042600
82918316, 0.092600
12722233, 0.490700
21920942, 0.003700
62399827, 0.009300
42272227, 0.048100
69898005, 0.046300
60699812, 0.025900
98909482, 0.175900
74143223, 0.037000
82162322, 0.070400
26926939, 0.000000
94742962, 0.014800
12822320, 0.009300
36448124, 0.048100
47434632, 0.001900
73212433, 0.435200
23182212, 0.009300
9313662, 0.001900
91780834, 0.000000
97203943, 0.000000
11912797, 0.025900
93541831, 0.000000
28623230, 0.014800
71311731, 0.003700
99691633, 0.033300
12179229, 0.011100
82051792, 0.001900
42169370, 0.000000
98396400, 0.022200
69243762, 0.035200
39779972, 0.037000
34117295, 0.000000
29927211, 0.025900
89272303, 0.114800
49830692, 0.001900
33390204, 0.051900
92109767, 0.018500
79096282, 0.003700
20421923, 0.003700
31293290, 0.018500
9326628, 0.033300
28277923, 0.018500
32932027, 0.000000
20840969, 0.014800
21422286, 0.005600
51971896, 0.000000
63793219, 0.000000
99274756, 0.011100
16932311, 0.000000
47189325, 0.014800
74617219, 0.005600
91941023, 0.014800
89472322, 0.003700
39826071, 0.001900
24489169, 0.016700
13428960, 0.007400
19921343, 0.013000
39263172, 0.000000
93242363, 0.016700
82339381, 0.124100
22089532, 0.005600
23942262, 0.016700
69330226, 0.003700
98636127, 0.000000
44764643, 0.007400
22871192, 0.025900
33927123, 0.005600
6186806, 0.022200
16223736, 0.005600
32812440, 0.003700
16984974, 0.003700
87211142, 0.033300
33741203, 0.000000
33096936, 0.011100
31821332, 0.029600
12361291, 0.066700
31693814, 0.553700
63928962, 0.007400
2992189, 0.003700
10419432, 0.001900
62921191, 0.000000
93022064, 0.003700
22971114, 0.007400
69342213, 0.090700
92036866, 0.003700
80821262, 0.037000
96996727, 0.007400
26199322, 0.257400
63729623, 0.013000
20244380, 0.000000
24614721, 0.005600
62732327, 0.000000
39424612, 0.025900
31901119, 0.000000
23378314, 0.011100
39082039, 0.020400
19132964, 0.000000
24122322, 0.000000
18792217, 0.001900
71196971, 0.037000
10839712, 0.016700
13914379, 0.005600
82088131, 0.048100
22372489, 0.096300
44674648, 0.038900
37299254, 0.007400
13579792, 0.000000
16102662, 0.001900
41473963, 0.000000
43981111, 0.044400
7909317, 0.003700
88002433, 0.000000
12223222, 0.029600
98411380, 0.007400
87629894, 0.018500
32126334, 0.024100
49763232, 0.001900
81839309, 0.001900
12884349, 0.022200
29112437, 0.014800
19632738, 0.053700
3332838, 0.118500
19369266, 0.000000
44815189, 0.005600
32072436, 0.294400
31099992, 0.007400
99292313, 0.007400
25292846, 0.000000
4647663, 0.253700
21303906, 0.003700
39443126, 0.288900
10299922, 0.003700
73793462, 0.005600
31982771, 0.003700
44225891, 0.000000
43116291, 0.003700
77123383, 0.000000
64440413, 0.005600
65361918, 0.005600
94222731, 0.066700
39896143, 0.003700
22073286, 0.003700
18139479, 0.009300
75491919, 0.000000
36671623, 0.000000
2022736, 0.103700
12728293, 0.055600
81692229, 0.011100
89131792, 0.001900
12210894, 0.005600
61354799, 0.001900
39321332, 0.003700
15919283, 0.000000
96281592, 0.059300
76881102, 0.000000
9958823, 0.014800
16423227, 0.013000
32126823, 0.001900
17222539, 0.003700
61988815, 0.013000
84938312, 0.001900
60282712, 0.001900
22910921, 0.005600
43091810, 0.014800
69134933, 0.000000
46392398, 0.007400
62792026, 0.001900
94328126, 0.000000
36930286, 0.038900
99082199, 0.005600
24314962, 0.000000
97998272, 0.005600
37374732, 0.029600
82601048, 0.001900
98494122, 0.011100
39572717, 0.050000
23922029, 0.000000
90391111, 0.001900
99734412, 0.001900
26191119, 0.001900
23369888, 0.001900
79915787, 0.009300
21327928, 0.014800
66383266, 0.001900
47111621, 0.068500
7239624, 0.005600
83493816, 0.005600
96136029, 0.025900
12433426, 0.001900
87319124, 0.000000
62391191, 0.103700
8829216, 0.011100
29808291, 0.020400
99244941, 0.033300
98992191, 0.016700
32987013, 0.000000
21272276, 0.003700
22429199, 0.022200
92038204, 0.007400
2929162, 0.003700
25932818, 0.005600
3998920, 0.038900
27972063, 0.000000
68928119, 0.001900
48828312, 0.001900
82082366, 0.018500
28292721, 0.005600
44108840, 0.118500
18957329, 0.003700
18688960, 0.018500
12902179, 0.027800
44082281, 0.007400
74633324, 0.005600
43227721, 0.000000
88396622, 0.005600
29441222, 0.000000
62378476, 0.001900
28860078, 0.000000
29797519, 0.000000
74711147, 0.005600
86801796, 0.001900
92280622, 0.001900
40232921, 0.009300
29352778, 0.001900
91902228, 0.024100
41288422, 0.000000
87931221, 0.025900
28033281, 0.018500
99444311, 0.005600
81923611, 0.016700
79790167, 0.031500
49711626, 0.037000
41917884, 0.000000
62270929, 0.000000
98203799, 0.011100
17262200, 0.175900
86402481, 0.000000
87363024, 0.009300
27296365, 0.003700
16936362, 0.001900
32080102, 0.011100
39297466, 0.185200
2239320, 0.051900
9918218, 0.025900
88141380, 0.024100
69022283, 0.009300
97870814, 0.000000
48397343, 0.000000
13792413, 0.013000
97230260, 0.003700
75718919, 0.003700
62311127, 0.000000
92321330, 0.009300
12221634, 0.016700
81409682, 0.007400
23922122, 0.037000
8172333, 0.024100
99134013, 0.155600
80624160, 0.003700
10481866, 0.070400
14343062, 0.127800
20962997, 0.000000
98229723, 0.044400
24111791, 0.005600
46227174, 0.007400
42724328, 0.003700
86761901, 0.000000
82437019, 0.014800
93329223, 0.000000
12591972, 0.014800
41187321, 0.044400
25799772, 0.003700
93621248, 0.014800
78192192, 0.000000
73673366, 0.000000
39431728, 0.075900
9328894, 0.000000
17020822, 0.001900
20082104, 0.029600
79076633, 0.011100
99221421, 0.007400
31283716, 0.018500
21233991, 0.001900
44891211, 0.000000
68882322, 0.011100
31832891, 0.022200
49822298, 0.011100
96238019, 0.000000
13922793, 0.007400
73284683, 0.003700
95023239, 0.007400
24832397, 0.001900
22324638, 0.131500
16118433, 0.022200
27364704, 0.059300
13223488, 0.013000
64414218, 0.001900
42628112, 0.000000
30126213, 0.001900
81441049, 0.000000
36838160, 0.000000
48176334, 0.003700
66186123, 0.003700
24268183, 0.003700
33379183, 0.007400
94327934, 0.011100
91463292, 0.000000
33239114, 0.009300
23023216, 0.000000
78921571, 0.346300
43801362, 0.044400
63862722, 0.038900
93427870, 0.050000
